Symbol,Average Return,Average Volatility,Sharpe Ratio,Price,Forward PE,Dividend Yield,Beta,Target Price,low_risk,high_return
GPN,0.20259654387177034,0.3131462998489801,0.5472474174536814,113.05999755859375,12.262472,0.0083,1.040899,157.54,0.02546374149021684,0.33114758053796933
HUM,0.22932916156783986,0.29875434414102847,0.6630903464958,476.57000732421875,19.372765,0.0058,0.732129,554.86,0.026517107835019878,0.33081932162524236
ILMN,0.2257667100765596,0.4025749352038658,0.4832359222359547,214.25999450683594,29.758333,0.0,1.123065,253.47,0.0,0.3285578460575324
PKI,0.18265682108107717,0.2667242685258173,0.5677352942939272,141.75,22.716347,0.0021,1.145173,167.58,0.006875205154555096,0.32819700187561085
BA,0.19429468741765862,0.38904397754704995,0.4191470806245753,206.00999450683594,39.46552,0.0,1.419675,0.0,0.0,0.3280119746389718
PYPL,0.18701694495576554,0.38697583190993395,0.4025804510649248,85.5199966430664,14.873043,0.0,1.398305,119.86,0.0,0.3273022099895073
MSI,0.19322606752899693,0.24745084100762277,0.6546675164856955,256.44000244140625,26.824266,0.013200001,0.915254,286.91,0.058283200797310836,0.32652787266859884
ZTS,0.208130100017128,0.25498692926097183,0.6937691297965866,167.8000030517578,33.830647,0.0086,0.760869,226.45,0.044327235015655976,0.32481757540819356
MAS,0.17826997135034744,0.29297448098295437,0.5018933077815153,55.38999938964844,13.987373,0.024600001,1.209285,54.12,0.06943471628602092,0.324740757842633
LEN,0.1674850814576436,0.3661966156592928,0.3720871128699249,104.80999755859375,9.275221,0.0189,1.449889,95.0,0.03559694461859071,0.32471169183271464
RJF,0.19623778230913624,0.3034173235205406,0.5438375778953362,111.87000274658203,11.951923,0.0127,1.0,118.11,0.041856542179735626,0.3236201156104412
PAYX,0.18097846150088462,0.23334417683702338,0.6417576968772454,118.58000183105469,36.94081,0.0274,0.991156,126.79,0.1184708709052476,0.3233704365743531
ABBV,0.21196703607275064,0.2714054544318718,0.6659372283318643,145.1999969482422,10.506513,0.0367,0.647383,158.66,0.20887487451919545,0.32294507510849246
VRSN,0.19068825406200957,0.2573029343408129,0.6197372543624212,217.72999572753906,35.34578,0.0,0.974944,203.4,0.0,0.3224443620161045
LLY,0.2407635729652408,0.2573141021058822,0.8143181087089398,339.0799865722656,39.15473,0.011,0.32756,0.0,0.1305083305745694,0.3211093479292665
LW,0.2552108234427877,0.3296128777224306,0.6795328659372509,98.12000274658203,31.754047,0.0115,0.511422,92.57,0.0682204002626656,0.3209525946831951
NCLH,0.10850244077708289,0.5681807871190017,0.13600319217879236,16.56999969482422,31.264153,0.0,2.330876,19.69,0.0,0.3209365616020403
RSG,0.17519937815759232,0.18493357119295914,0.7785029902068632,123.08000183105469,30.019514,0.0147,0.707442,155.13,0.11235974339158367,0.32070682016127006
KDP,0.20316497081460724,0.22608683677207358,0.7604906737392383,35.150001525878906,20.085714,0.021,0.568672,41.03,0.16333609634743923,0.3205051460435912
VICI,0.21042257177243023,0.34733600901013156,0.5159111843568267,34.5099983215332,16.671497,0.050300002,1.0,37.7,0.14481654851551193,0.320390045925236
HES,0.1838982626547384,0.43451253346907437,0.35135976732732066,137.57000732421875,51.71805,0.0106,1.542372,144.41,0.015816647093742378,0.3203254066197391
FLT,0.17904101198661004,0.3155126972936348,0.46848501901908157,218.1999969482422,14.924761,0.0,1.236919,242.64,0.0,0.320309959393862
EL,0.19064118971721278,0.2736564052689986,0.5825303068140252,269.5400085449219,37.697903,0.0117,1.031319,288.42,0.04145598372178275,0.3202638911096677
ADP,0.19052445470715357,0.2340780222572754,0.6805270019661688,225.30999755859375,34.503826,0.0177,0.829034,249.35,0.09120954409306528,0.3200674863772245
LHX,0.20228744630962608,0.25129173714147274,0.6807203780802505,210.9499969482422,15.956883,0.0179,0.701915,0.0,0.10148229940586417,0.32001307494757636
CNC,0.24477179098837315,0.3465056785666484,0.6162777818749641,71.01000213623047,12.264249,0.0,0.577745,101.95,0.0,0.319723513791642
AME,0.16225668302118962,0.2385333581309999,0.5493095139967397,146.3800048828125,30.495832,0.0070999996,1.220338,145.06,0.02439096971649999,0.3195823175847955
ANSS,0.17230132638567014,0.28865677771016124,0.48872327721014497,275.2300109863281,35.837242,0.0,1.29882,289.41,0.0,0.3193581052366902
DAL,0.19879129670578252,0.4044431286144824,0.4143061035196002,39.58000183105469,9.9198,0.0,1.166912,48.13,0.0,0.3191097658652147
ALK,0.17314517805387733,0.3963153510470019,0.358091448349692,53.470001220703125,11.002058,0.0,1.424465,62.27,0.0,0.31881579586210196
IPG,0.19181575158353265,0.3008666664784533,0.5337504266222639,39.11000061035156,16.713676,0.0385,1.033898,32.9,0.12376816728176182,0.3180140095944115
HLT,0.18181896219166843,0.2981555545647244,0.5050750183650794,146.82000732421875,37.840206,0.0046,1.206337,145.41,0.012789285391081274,0.3178435682575129
SYF,0.14763953670377458,0.3856224048590189,0.301879494662905,37.04999923706055,6.8994412,0.026199998,1.545689,39.78,0.04395587029740602,0.3177524221269735
CFG,0.17615217271290937,0.37599364169570504,0.3854430411776961,44.439998626708984,10.631579,0.0388,1.335193,44.82,0.07728712957519816,0.31749587568698456
SBNY,0.1367589616319163,0.37540091993053576,0.2811152451549771,138.92999267578125,9.170297,0.014400001,1.708179,219.12,0.02245607299230114,0.31722997429246064
UNP,0.16672648707362825,0.2518821150288032,0.537943899128741,210.2899932861328,19.435305,0.026600001,1.154753,216.43,0.09145242425105339,0.3167178745013276
ATVI,0.24414204446402943,0.3241124238895108,0.6569140482636097,75.23999786376953,17.914286,0.0064999997,0.51658,94.78,0.0388221935011404,0.31627610602884715
XYL,0.1832497320853052,0.273356229421965,0.5561303373715981,105.25,33.842445,0.0121,1.062638,95.77,0.04165537540332665,0.31502447201252126
CE,0.16440078649328282,0.3123075866849101,0.4264153423637517,125.44999694824219,9.823805,0.0292,1.257553,126.09,0.07434880960626432,0.3135974720154532
HII,0.21023690087212396,0.27138604117063836,0.6596096840711473,216.97000122070312,14.871144,0.0188,0.619012,252.91,0.11191061315308962,0.3123904517088697
BKNG,0.17800606478037545,0.3195656495674234,0.45930476252632324,2455.070068359375,26.034676,0.0,1.236182,2328.76,0.0,0.31216424708051665
FDS,0.1938826067769768,0.2485931450427439,0.6543002895545235,427.55999755859375,36.05059,0.0085,0.782608,427.18,0.043690346986732825,0.3116099207119298
TSCO,0.19961946384239088,0.28446439849331195,0.5919595729379475,228.55999755859375,29.683117,0.017,0.864038,229.0,0.06916528286781598,0.311343283374098
PKG,0.19563674985993687,0.28111893542330374,0.5848368400304783,144.4199981689453,17.69853,0.043,0.851879,127.3,0.17955621568002575,0.31127401646991126
HAL,0.11348504048331713,0.44865547444136084,0.18334112737953073,38.56999969482422,27.35461,0.013200001,2.103537,43.76,0.013986557573133397,0.31107582760164204
GWW,0.1687385186773244,0.27769396620587944,0.49518713194198727,675.8099975585938,29.679842,0.012999999,1.207442,572.0,0.038771320886896166,0.3108894660739496
CRM,0.1989324250307266,0.3499900300256876,0.4791690352555988,171.0399932861328,41.214455,0.0,1.103537,220.18,0.0,0.3105063859428794
LYB,0.1667883612111066,0.3576059467380661,0.3790773684089767,98.1500015258789,7.953809,0.0577,1.260501,87.4,0.1280052807301447,0.31040493944329095
SNA,0.1698185060036633,0.26187202177079427,0.5292297553295937,259.6600036621094,18.481138,0.026300002,1.085851,230.89,0.09249035464288599,0.31016214848014534
GD,0.17322906802668217,0.22263926077072285,0.6378076694149514,231.5399932861328,18.85505,0.020499999,0.848563,266.61,0.10850955871041057,0.30963960574507743
JPM,0.1674361104626335,0.26834829461525583,0.507579415265828,141.08999633789062,11.796823,0.0321,1.06927,137.46,0.11187133238897431,0.30911465539967514
DOW,0.17449156088507586,0.40914501999098757,0.3501534025612527,60.0,11.952191,0.0585,1.337859,49.43,0.10687306191146247,0.3077956946172107
GS,0.14418333230565392,0.2800565809035245,0.40333025543265344,369.95001220703125,10.429941,0.0298,1.355932,383.86,0.07847522534811076,0.3075264811279741
KEY,0.165310470130026,0.35251694942422546,0.38035739942373353,20.020000457763672,10.214286,0.044099998,1.284819,20.57,0.09736808223188352,0.30678903398247526
ICE,0.17009358321844134,0.2302417605948923,0.6031292623258464,107.66000366210938,20.428843,0.0162,0.908621,126.43,0.07743693357644285,0.3063248237181564
ACGL,0.1685183899639508,0.250757132076762,0.5475032707252512,61.2599983215332,15.953125,0.0,1.0,0.0,0.0,0.3062965778243812
HON,0.1558477870153069,0.22550755251521143,0.5526189505899629,202.69000244140625,22.322687,0.021,1.087693,204.25,0.0856153959768758,0.3061764785108272
EOG,0.16258978165028456,0.4019862342710002,0.3267816916523735,124.62000274658203,21.673044,0.0223,1.501473,149.69,0.03694674258971383,0.3060265822154456
ROP,0.16054638337200047,0.22885570384768883,0.5650649785151362,430.3399963378906,26.712599,0.0064,1.047162,493.0,0.026705724171878685,0.30548949113359386
NEE,0.198617996455492,0.22491550275374916,0.7442348544756412,74.66999816894531,27.452206,0.0225,0.493367,92.8,0.2027650176040223,0.3047780581367845
PLD,0.17728960252730191,0.2523261029059385,0.5788602956686989,131.6199951171875,62.379147,0.028800001,0.964996,136.74,0.1182782280017346,0.30412266005895394
SEE,0.1629193127057011,0.3010634103527375,0.437420384486998,55.02000045776367,14.830189,0.0171,1.21518,63.21,0.046740948421550334,0.30394773804762665
ROST,0.19344922917909513,0.3154349775998506,0.5142777456678987,115.31999969482422,22.880953,0.013300001,0.953942,100.64,0.04419975419505334,0.30371525838778574
CBRE,0.18926793049699447,0.3193082002551763,0.4949446659260755,87.13999938964844,20.359812,0.0,1.0,95.86,0.0,0.3034461718509718
GLW,0.1752056869485722,0.29184539458845293,0.4933353399575247,35.7400016784668,14.891666,0.033299997,1.033529,37.56,0.11039990073248993,0.3030531422293201
CI,0.20271694601594747,0.2914674001125501,0.5883639335153339,292.5899963378906,12.81042,0.014199999,0.682756,314.43,0.07135637864211397,0.302919150330708
PNC,0.15893949591955991,0.2781767089512778,0.4591019011145486,165.38999938964844,12.169978,0.037100002,1.148857,177.69,0.11608796375479326,0.3026097116293155
RHI,0.1534344304388146,0.3054390360997162,0.4001007598933041,87.05999755859375,19.17621,0.023,1.351879,74.0,0.05570131827906,0.3023548567780738
FITB,0.16667387552024165,0.34189150656083017,0.39616613143884283,37.63999938964844,11.653251,0.0372,1.225497,39.98,0.08878556760363522,0.30228245670121856
BIO,0.18018041416523684,0.2798215964119086,0.5323119304620546,470.8800048828125,37.46062,0.0,1.0,703.75,0.0,0.3018915331071501
PRU,0.14136708909297743,0.32001128438116694,0.34417239164463487,101.86000061035156,8.045814,0.0475,1.372512,99.33,0.10814642475288018,0.3016268693484761
BRO,0.17217754436153693,0.2180084109737687,0.6465324146794341,58.38999938964844,27.672987,0.0081,0.787767,67.78,0.04716436432348761,0.3013992197411789
PXD,0.15927401650455325,0.4206219476932175,0.3044205781760688,220.0,15.884476,0.0767,1.479734,282.22,0.12323094563839576,0.30108543340191185
VRTX,0.2745857123001783,0.43110836315164097,0.5644930442240997,301.0199890136719,23.796047,0.0,0.419675,314.1,0.0,0.30056372230607087
EXPE,0.15237419572765945,0.41827578737763943,0.2896322459708696,118.69999694824219,20.118643,0.0,1.564848,142.19,0.0,0.300539375386803
EXR,0.20202828488552121,0.2471081511712824,0.6911963206462244,163.1300048828125,36.740993,0.035,0.553426,209.92,0.25593012835807544,0.30003951758435077
CMA,0.1664211875272428,0.3573611133145588,0.3783096215452026,75.38999938964844,14.305503,0.039,1.271186,85.43,0.0858515644054748,0.29997175195879655
MCD,0.14903220200932663,0.199456638821835,0.5906254247085533,264.2300109863281,27.610243,0.023699999,1.0,283.0,0.11882281351973481,0.29988487445719225
UAL,0.19738506949843077,0.4938602878095404,0.33644541504068093,51.119998931884766,21.56962,0.0,1.244657,52.35,0.0,0.29971961833566496
GRMN,0.17066454425140565,0.2718940488682429,0.5128339691051323,101.54000091552734,17.094276,0.0344,1.0,0.0,0.12651987104237758,0.2995988887412132
LUV,0.1820820229539104,0.34012058308549364,0.4435308842268788,36.349998474121094,11.725806,0.0,1.027634,48.2,0.0,0.29956698512780433
APD,0.17896271231356778,0.24144882757865527,0.6118674246666258,285.0199890136719,27.379442,0.025999999,0.801031,287.82,0.1344308382489379,0.2992626918589524
STX,0.19360878268234535,0.38909207180064076,0.417332437375657,70.88999938964844,10.564829,0.052399997,1.0,0.0,0.1346724870478682,0.2992016158873916
SBUX,0.17895653789206267,0.258996604224599,0.5703877791761096,104.30000305175781,28.972223,0.0247,0.883935,96.55,0.10789033780421006,0.29885248854607727
JKHY,0.17945104644584306,0.21279028453707163,0.6965684865456361,180.6999969482422,40.425056,0.0101,0.646278,195.0,0.07344296576353206,0.29861444719733277
HOLX,0.16999922599107822,0.2754887882308197,0.5037271639547387,84.68000030517578,20.114014,0.0,1.023949,76.27,0.0,0.2980832619241807
WYNN,0.1208131645055625,0.4915024173628882,0.18226792248954457,102.95999908447266,57.2,0.0,1.971997,83.73,0.0,0.29755637024719367
TGT,0.17359877376061755,0.2927872260147324,0.4862600588975626,176.75999450683594,18.336098,0.025899999,1.01658,191.89,0.08701739163482634,0.29661684472604544
AXP,0.16611344992535143,0.30112042100580244,0.4479450761943257,178.86000061035156,19.654943,0.014199999,1.135961,168.38,0.041513053913750896,0.2964173975664236
INCY,0.23832260966336613,0.41625285062632167,0.4975210844983238,83.61000061035156,18.621382,0.0,0.662122,85.94,0.0,0.29561806313028377
WRB,0.18125188287327038,0.22683391658756127,0.6613818829915549,66.87000274658203,14.92634,0.0057,0.592851,79.36,0.042385890067412856,0.29558655003917494
WHR,0.11769124190791205,0.3470800783041697,0.2491160032466591,154.97000122070312,6.671115,0.051999997,1.562638,143.33,0.09587717973539743,0.29491261745105846
TFX,0.1655552625995506,0.2684161994132475,0.5004437992153508,258.4700012207031,17.346981,0.0066000004,1.0,256.15,0.024588681362851684,0.2943957748436751
GL,0.15631212492181248,0.24275743411497006,0.5152636638445139,120.16000366210938,15.78975,0.0073,1.0,119.11,0.03007116971150188,0.29387524023368816
HPE,0.1592982876276222,0.35400758571242846,0.3617726082779985,16.329999923706055,8.505208,0.0341,1.172439,16.26,0.08215832081319949,0.2927625694528525
MAA,0.15956562501061716,0.2346283822749683,0.5469823547006967,173.0500030517578,68.12992,0.0325,1.0,191.17,0.13851691634608912,0.29211485125471587
RMD,0.22037271922225177,0.29328658808804653,0.6449141792028673,224.60000610351562,40.836365,0.0075,0.479366,254.29,0.05334599654988307,0.29200339101389006
LKQ,0.14623079340109424,0.3322148583080431,0.34616980707172107,57.47999954223633,17.107143,0.0187,1.374723,65.22,0.040945610931278346,0.2915126809817722
NDSN,0.17714842490732607,0.28280519933604664,0.5159749016484475,248.64999389648438,33.556004,0.0117,0.93294,268.43,0.044345010101043615,0.2910233780306782
TJX,0.1768462925081658,0.2675003789264284,0.5443665279964927,80.5199966430664,27.670101,0.0166,0.862932,77.05,0.07191295126511539,0.29081767028381655
STT,0.12006777169108236,0.3202752969141761,0.27738552599218685,91.08000183105469,11.356608,0.0349,1.576639,77.0,0.06911458734037652,0.2907857833104017
QCOM,0.15544700170603795,0.34585732695559923,0.3591624407822513,135.02000427246094,15.75496,0.0254,1.283714,178.07,0.05720954034942637,0.29062180397466114
HIG,0.1743381787530683,0.2933494665817875,0.48784864150734214,74.7699966430664,11.209894,0.0222,0.878039,82.71,0.08618940153300711,0.2903840995858065
UHS,0.15568630436395553,0.33255213001449263,0.3742518935731725,148.41000366210938,12.115103,0.0073,1.197126,117.71,0.01833678796261245,0.28891445113128134
MLM,0.19059504315407433,0.31979247936345917,0.49834506263890727,360.6300048828125,27.6769,0.008,0.86588,401.57,0.028891097000072977,0.2887807769282562
HBAN,0.15741291653091533,0.32113775848077386,0.3929306760239782,15.449999809265137,11.115108,0.0416,1.126381,15.53,0.11500497895101766,0.2879242208385884
KMX,0.1341212521009271,0.3627103521899285,0.28367873010916606,78.19000244140625,12.236307,0.0,1.476787,76.43,0.0,0.287819872836122
WAB,0.13248349047097557,0.31086230598584436,0.3257244398146702,105.52999877929688,21.985416,0.0066000004,1.473102,101.27,0.014412624717586902,0.287793772733248
JCI,0.14499163812836746,0.25465472876430006,0.44673664096543614,65.72000122070312,21.064104,0.024600001,1.164333,0.0,0.08296715021241474,0.2877712731468507
UPS,0.14218757236085397,0.23966024587161777,0.46298680852582214,191.66000366210938,16.886343,0.036,1.116801,191.7,0.13450260822010346,0.2872151385373447
AWK,0.18502462028916272,0.2209567956266847,0.6960482019062603,156.61000061035156,33.971798,0.0184,0.49521,155.58,0.16815936316562444,0.2871301867563091
COP,0.16312083468741598,0.37578017379573087,0.35098390998368995,108.11000061035156,34.320633,0.0152,1.285187,129.94,0.03147338114370891,0.28610329768709075
XEL,0.13945107250536076,0.20401093083978095,0.530476637039186,67.9800033569336,21.444796,0.0312,1.0,68.36,0.15293298193175137,0.28514713563811067
JBHT,0.14816165073554,0.2596044439411051,0.45042992703094176,197.88999938964844,25.969816,0.0094,1.125644,190.43,0.03216730451108768,0.28443245902307956
CMS,0.13826066446900956,0.20461525485667237,0.523092105472504,62.75,20.506536,0.0325,1.0,64.65,0.15883468719263086,0.28350174135194617
ZION,0.14971753340287997,0.33081193275084475,0.3581778094379746,54.40999984741211,12.56582,0.0325,1.207074,58.84,0.08138948470611077,0.28311792029001426
QRVO,0.14744701587953973,0.4385519173877858,0.26500619716259105,106.87999725341797,10.296724,0.0,1.366249,109.91,0.0,0.2827733009537573
CAT,0.16092974817738137,0.2845607756971921,0.45579615765863746,247.75999450683594,21.12191,0.0226,1.013264,0.0,0.07838099821820287,0.28241934626977233
YUM,0.15203653929878583,0.24541466808040938,0.49226274961268196,127.01000213623047,26.9089,0.020299999,1.001105,131.84,0.082625836585726,0.2820138047348308
DG,0.2024675204551589,0.25936014634869753,0.660238216517258,228.08999633789062,21.257223,0.0087,0.389093,267.0,0.08621098207132503,0.28159927020975484
TRMB,0.12329706075085121,0.34426919974989634,0.2674332203505206,60.29999923706055,22.669172,0.0,1.57406,76.33,0.0,0.2813637287055618
AMT,0.15265365022292482,0.24291857845536696,0.4998613568414049,222.05999755859375,40.01081,0.0299,1.0,262.33,0.12308650985084588,0.28129774559482
PSX,0.13851192311844976,0.344299763837681,0.311600222806974,98.80999755859375,14.552282,0.0379,1.358511,112.21,0.0810287848148709,0.28117065507053696
COO,0.15983778059151652,0.25907917938323255,0.4964109462730537,354.489990234375,24.481354,0.0002,0.93294,353.8,0.000827453827019737,0.28066456233306153
WAT,0.16572094760662137,0.26059406766216914,0.5161011868725134,341.3900146484375,32.0554,0.0,0.879882,343.07,0.0,0.28030810956560454
FDX,0.12775209309989546,0.3069270885244984,0.31448528564122247,214.6699981689453,10.880385,0.0291,1.323876,191.46,0.0716160659019947,0.2775424061639039
SYY,0.15758232195803387,0.2924041407621079,0.432122067883411,76.72000122070312,23.826088,0.0235,1.03574,91.38,0.07759497453727573,0.2771837347720133
AIZ,0.1765101571945097,0.2560078839575394,0.5674907934646493,133.6300048828125,11.238856,0.020599999,0.571112,184.33,0.14089402428507727,0.27665984280120826
ABT,0.16425099975348278,0.23355283251562425,0.5695626052847977,111.79000091552734,20.663588,0.019199999,0.709285,117.32,0.11590316402387646,0.27664538212663603
OXY,0.11871049316795204,0.4735799967915834,0.18472581985385703,61.2400016784668,-58.323814,0.0072000003,1.836403,75.45,0.008278872051676253,0.276511579531183
LIN,0.151294634974778,0.2241425965390878,0.5356705812926549,323.6000061035156,31.326235,0.0162,0.86588,329.04,0.08347047932780587,0.27575385881327963
TROW,0.1215352850451222,0.2820892021934833,0.3201371918835134,125.81999969482422,9.791439,0.044,1.301031,92.18,0.11988878784089955,0.27532418774054623
MET,0.1487354473287424,0.30068750749781925,0.3907957743650351,0.0,9.97,0.028199999,1.014369,77.44,0.09245656186605197,0.2740239590790031
AES,0.16491499744827065,0.311552140789664,0.429099787647699,26.239999771118164,15.619048,0.0248,0.924097,29.0,0.0861397051122548,0.27349203399014155
COF,0.15270100849490412,0.34495338608123516,0.35214313991994817,121.44000244140625,7.623352,0.0235,1.0,126.91,0.0681251466088402,0.2730143106673843
ADM,0.160579771572348,0.25201309101432334,0.5132738583439557,82.27999877929688,18.742598,0.017,0.792925,100.08,0.08507338421933072,0.27290803670020103
AFL,0.14918145316415427,0.2506773974471854,0.47053868586124026,69.38999938964844,13.552734,0.0255,0.885777,62.15,0.11484196212967054,0.27203333378363437
FAST,0.13573838379015624,0.2686708417052906,0.38899027200932923,54.20000076293945,31.695906,0.026600001,1.180545,47.57,0.08386457894805784,0.27003170948272576
GPC,0.1466516375633794,0.24931796426593192,0.46295740424875453,168.2899932861328,26.172628,0.0209,0.955784,157.22,0.08770673778454972,0.2691372708179489
CSCO,0.14277533601938006,0.25387110354179476,0.4393855561697522,48.630001068115234,14.219298,0.0342,0.951731,54.82,0.141546332033245,0.2685032712200939
ALL,0.15368084203113025,0.22687156178604292,0.53974504813597,131.3300018310547,10.582595,0.0277,0.647752,140.8,0.18849114202365116,0.2684635869006524
LH,0.1361885796071796,0.25957199617682525,0.40436002788774916,249.33999633789062,15.574016,0.0125,1.066322,292.92,0.04516102668122786,0.26844039820183796
DTE,0.13006898760721458,0.2191965812825835,0.45092376457072175,112.76000213623047,15.176312,0.0324,1.0,124.53,0.14781252431227757,0.2683976790009045
CBOE,0.17341341428558582,0.24599740513099583,0.5779954232266434,124.26000213623047,25.567902,0.0161,0.576639,137.23,0.11349881785942685,0.26779199961768074
EBAY,0.12280825328146253,0.29426291536620147,0.31121901029646853,50.65999984741211,11.085339,0.0228,1.260869,49.05,0.06145105544221919,0.26777667658577753
DGX,0.13726333725473186,0.2354434334837888,0.45036421569086993,142.80999755859375,17.89599,0.0185,0.968312,144.14,0.08114650734755054,0.2667113997269212
ALLE,0.14369661142180942,0.26334595510856307,0.4270753708034171,122.93000030517578,21.604568,0.0159,1.0,111.92,0.06037685292506317,0.2665206813830092
DLTR,0.184637067509418,0.3197765116587919,0.4797382606977362,149.91000366210938,21.726088,0.0,0.689756,165.19,0.0,0.2664473087661143
ATO,0.16127604969277357,0.21365392654422635,0.6086853249177886,117.19000244140625,21.66174,0.025999999,0.547162,117.0,0.22240601274945362,0.26632415847299906
NTAP,0.1373160785724518,0.32859866863835346,0.3228498734271182,67.62000274658203,14.993348,0.0296,1.195652,87.92,0.07533921954058781,0.2661324628172042
C,0.0845433102491108,0.3214194930399225,0.16587441461818517,50.95000076293945,6.175758,0.045,1.582903,56.47,0.08844758917905582,0.26612152669693806
VRSK,0.1459294528678419,0.22613164042789355,0.5072329226310851,180.11000061035156,30.321548,0.0070999996,0.850773,199.57,0.03690483706480478,0.2660845802688289
AAL,0.1502899513840009,0.5054910138461238,0.23553714730526273,17.020000457763672,-94.55556,0.0,1.450626,16.18,0.0,0.26519984661557516
EMR,0.11191519749089297,0.2678690907080772,0.30121861870426014,91.38999938964844,21.811455,0.024,1.396831,98.73,0.06414233614694502,0.26505391622250274
AAP,0.1296405870200914,0.32317221061223633,0.30452045007029876,152.1699981689453,13.039417,0.0319,1.237656,204.67,0.0797547802029438,0.26482809258220213
VMC,0.17399780642220175,0.3110068345104617,0.45905668488825263,183.52000427246094,30.586668,0.0099,0.783345,196.83,0.04063611548945037,0.2636835367650898
PCAR,0.14462355476414948,0.25077979635443465,0.452171651856852,110.18000030517578,15.672831,0.0159,0.872881,97.22,0.07263560172341174,0.26279514417903416
CMI,0.13794201575009638,0.26605397721404833,0.40109896823681757,256.1099853515625,15.0387535,0.026300002,0.99742,245.71,0.09910782690578293,0.2622317760684072
DD,0.1304913142446001,0.3033213332476269,0.3272545098874508,72.9800033569336,17.97537,0.0233,1.201547,91.78,0.06393110358441738,0.26197759474684507
MCK,0.17403958593710847,0.2800834933745924,0.5098891913343427,362.5799865722656,19.235012,0.0056,0.61938,386.85,0.032280729060273086,0.2613333372519306
ARE,0.13942888007874316,0.2311087916508823,0.4681814106317243,167.7899932861328,53.951767,0.0332,0.938098,177.18,0.15313462761504087,0.26086753698878984
TSN,0.15810314387645985,0.2846720105501895,0.4456887195794444,64.02999877929688,9.97352,0.0271,0.725128,88.35,0.13128340947827963,0.2607552164645352
CF,0.17077188447757483,0.4007314197353866,0.34822286851248013,85.93000030517578,36.257385,0.015,0.995578,116.21,0.037597812080700295,0.26010443355428836
