Symbol,Average Return,Average Volatility,Sharpe Ratio,Price,Forward PE,Dividend Yield,Beta,Target Price,low_risk,high_return
TXT,0.15358600309976003,0.3368299113996796,0.36326335329623166,74.44000244140625,19.74536,0.0011999999,1.0,0.0,0.0035626286721789687,0.2595746341525905
EXPD,0.13867645228904957,0.235247606875454,0.456746037598145,117.02999877929688,25.777533,0.0139,0.909358,102.14,0.06497625765652883,0.2593819280279628
SBAC,0.17865301661231048,0.25643202284781963,0.5749086053326518,297.7699890136719,84.3541,0.0111,0.500368,349.72,0.08650898031550372,0.25671598703805104
ORCL,0.13877459712033074,0.25611003230226415,0.41992325001608366,89.62000274658203,18.670834,0.017,0.925939,87.54,0.07168692532431559,0.25667774284726896
EQIX,0.17786499654761048,0.26741275426124866,0.5483543855582663,733.0,80.726875,0.0223,0.552689,731.14,0.15088356086424648,0.2563497650690366
CME,0.17386637554886553,0.2434791150999283,0.585833965661015,176.5500030517578,24.151848,0.0232,0.439204,208.38,0.21695016434752695,0.2563013207336834
KR,0.17606600425514304,0.28184299472193375,0.51389591713571,44.41999816894531,15.370241,0.0228,0.506632,53.46,0.15967428675120235,0.25448754326909157
NTRS,0.12421612941435008,0.2833627626787557,0.32815917144882417,98.16999816894531,13.374659,0.0365,1.11717,95.37,0.11530040201875047,0.2544105512732334
DIS,0.11621516940142795,0.26603240989670696,0.31946156274788584,110.70999908447266,22.41093,0.0,1.233971,0.0,0.0,0.25432121413910386
IRM,0.15723177370014133,0.2905722441868305,0.4336399509131518,55.529998779296875,38.83217,0.0502,0.837877,55.43,0.20619081748495163,0.2542819459149963
ABC,0.17110757771937948,0.2613793251116524,0.5351591510360961,156.72999572753906,17.03587,0.0117999995,0.497052,174.17,0.09082573708600425,0.25403075368721306
EMN,0.08929273607805376,0.2983819408771803,0.1945985601981002,90.19999694824219,9.955849,0.0401,1.492262,96.64,0.09005892488718863,0.25288097366972084
AMGN,0.15730670938780555,0.2525840823824363,0.4991552444808088,245.1699981689453,13.812394,0.0298,0.575165,254.85,0.20512464166594488,0.25048065271972303
TFC,0.12172600189855731,0.29966940868902464,0.3019926601791702,50.09000015258789,10.306584,0.0471,1.09322,51.85,0.1437708789763029,0.24998860453937355
RE,0.15810066318083918,0.24815852778516517,0.5112563502006066,342.3900146484375,11.397803,0.0219,0.510685,0.0,0.1728071903156973,0.24991734297170112
WY,0.0983885270832779,0.31316304600559025,0.21445853189152855,35.27000045776367,26.125925,0.0233,1.5,37.8,0.049601424981209466,0.24974120126582047
BDX,0.142934714991567,0.2135472092648745,0.5231006079726904,245.83999633789062,18.387434,0.0150999995,0.625644,277.82,0.11302011599570558,0.24952887258490059
J,0.13719325623662615,0.27328027951248185,0.3877528829794192,125.55000305175781,15.273723,0.0081,0.889462,153.67,0.03332340159165369,0.24818778910233855
PPG,0.11208152861243618,0.260031169765032,0.3109376798606751,130.72999572753906,14.838819,0.022,1.162122,129.52,0.07280237515937966,0.247918661849028
BK,0.11603745617348091,0.26716941525528537,0.3174368447009704,50.22999954223633,11.0883,0.0355,1.078481,47.77,0.12320522175624044,0.247391227049571
CMCSA,0.11686487637154948,0.24404528814861415,0.35090551031315204,39.970001220703125,10.831979,0.0343,1.0,43.88,0.14054768383445543,0.2470773869748436
CB,0.14237469176778117,0.22785999329595857,0.4877848461497023,209.83999633789062,16.561956,0.016,0.655121,0.0,0.1071841038818462,0.24633228344725738
F,0.09295681916577364,0.3390428910465503,0.18206775839183878,13.229999542236328,7.828402,0.0468,1.378776,14.91,0.10011461815751635,0.2463175594350837
GM,0.12215565837229413,0.3432789414322268,0.264879686469221,41.130001068115234,6.4976306,0.0097,1.0,48.32,0.02825690372829077,0.24483421743391284
WTW,0.12359279261916895,0.22807744868502228,0.4049710006730476,252.38999938964844,148.4647,0.0155,1.0,0.0,0.06795937121081046,0.2441377180158538
TPR,0.10999498527839598,0.41367279262130113,0.19040881268752857,46.11000061035156,15.630508,0.0378,1.382461,45.26,0.06609703119550676,0.2441208446131315
KIM,0.10740467919619665,0.3295370016594529,0.231162627621036,22.530000686645508,40.232143,0.0429,1.383935,23.3,0.09406702594240463,0.24329951468299385
WMB,0.12935172969297962,0.4176396392647677,0.23494821964572452,32.08000183105469,26.081303,0.0529,1.226971,37.45,0.10323326471343798,0.24203093730968073
BWA,0.09192343885152496,0.3291331042247018,0.18440988790920257,47.61000061035156,9.796296,0.0184,1.385408,45.38,0.04035232530540012,0.24180037664210974
INVH,0.14037567355016292,0.27609051900969733,0.39533278414420825,33.41999816894531,87.947365,0.028299998,0.899778,42.0,0.11391988592899606,0.24150628106521319
CINF,0.16074800948121407,0.2699177133470713,0.4798498323095681,115.11000061035156,26.102041,0.0279,0.572218,105.2,0.1806389092212851,0.24122800727057375
CVX,0.11937290034037557,0.29004564301044333,0.30389996357560184,169.4499969482422,27.025518,0.0325,1.129697,181.41,0.0991870650210176,0.24083655607997848
AIG,0.11176059894232519,0.3186216232164492,0.2527529617579571,58.75,11.67992,0.0234,1.159174,64.75,0.06335661708924673,0.23947169677758248
MOS,0.09085714743497139,0.4311725052620792,0.13829524543659685,50.439998626708984,21.193275,0.0112,1.566322,65.31,0.01658387117682417,0.23915677863159446
REGN,0.2129558862882417,0.34807467350650334,0.5220944243465807,783.1300048828125,19.30318,0.0,0.171333,776.39,0.0,0.23839111516684902
FMC,0.1430699620353252,0.3010281271326446,0.37153312916770576,127.38999938964844,15.844527,0.0179,0.79882,132.94,0.07443839912887612,0.2383462619800063
UDR,0.1233234678105405,0.24651520096932095,0.3735892450208864,43.380001068115234,433.80002,0.0385,1.0,50.35,0.1561769815760423,0.23684062484300947
AEE,0.14975917023178786,0.21576393873430577,0.5493556102695579,85.30000305175781,21.166252,0.0294,0.425939,92.31,0.3199050250273679,0.23679361117863995
CCL,0.04361396872455335,0.5245941465277789,0.023610497395547415,11.800000190734863,49.166668,0.0,2.059322,29.73,0.0,0.23652908034124254
FTV,0.1219863681807849,0.2741521323775248,0.33105096575198306,69.08000183105469,24.238598,0.0045,1.0,75.07,0.016414244022013354,0.23545467956446306
EXC,0.13819279249192307,0.24523486496508096,0.436172697193419,40.900001525878906,13.409837,0.0358,0.625276,44.25,0.23346890877619214,0.23377296007324905
ECL,0.11287583509280064,0.24691040661994137,0.33067782041377375,153.2899932861328,24.965797,0.013300001,1.027266,175.3,0.05243597704585685,0.23331104158368807
BKR,0.09738271374974443,0.3944750799914524,0.1677030492190738,31.3700008392334,25.92562,0.0272,1.421886,32.87,0.048493614194982534,0.23213494346261826
NI,0.1494475940061071,0.2321899163937562,0.5091502501400027,27.309999465942383,19.507143,0.0373,0.449152,30.33,0.3576614548551457,0.23172170166120676
MHK,0.0922597505162281,0.37839278907187307,0.16129194922473997,125.26000213623047,8.626721,0.0,1.29882,119.77,0.0,0.23145404489610277
FIS,0.12125912665480695,0.2722706638096587,0.3306675989283474,75.38999938964844,10.243206,0.0229,0.847089,109.0,0.09929001812494823,0.23099712006726486
SPG,0.08743812075155782,0.3595093610143709,0.15635220345506132,129.80999755859375,28.404812,0.066300005,1.486735,121.69,0.12404229489994728,0.23070406157442627
HSY,0.15178368791997648,0.21127266356860308,0.5706164057830919,236.27999877929688,32.500687,0.0178,0.344141,236.85,0.2448162708939677,0.23058294119036224
PEP,0.12540848238767321,0.18260755242973395,0.5157532705536555,169.1199951171875,25.741247,0.025799999,0.568901,183.68,0.24835005270650543,0.23051462666702657
WDC,0.1104656983680443,0.43389498155063816,0.18261943959487117,43.25,5.255164,0.0,1.0,71.09,0.0,0.22981454081759028
NRG,0.12527684372976533,0.37598977760602637,0.2501365976871657,34.43000030517578,5.9259896,0.0324,0.833087,44.4,0.10343764283683733,0.22972407876246237
MRK,0.14695401269714536,0.2121273437279698,0.5455495301506792,102.94000244140625,14.198621,0.028199999,0.328297,104.59,0.4049351948818589,0.22950248733797396
JNJ,0.12025004829421672,0.17740549097596667,0.50179962192961,164.61000061035156,15.827886,0.026199998,0.558953,183.8,0.2642158755914335,0.22901617477106367
TRV,0.13198911300338312,0.22799046851907828,0.4419530064727754,182.75999450683594,14.882736,0.0211,0.607221,178.82,0.15241193664734207,0.22854564708165762
PNR,0.1117990658234278,0.28561888820902287,0.28209277871785615,59.369998931884766,18.324074,0.0201,1.051952,50.53,0.06689801159768564,0.22842789203442454
LNT,0.13324039085169018,0.20713755325480565,0.49248602802584107,53.34000015258789,19.467154,0.0336,0.518054,57.63,0.3131161036530847,0.22719651643902827
WFC,0.10114851471095501,0.29580657823384554,0.23637227790600585,47.58000183105469,13.327732,0.026400002,1.131171,53.04,0.0788983406622545,0.2259721170850514
SRE,0.12659454935793363,0.2320017050397667,0.4110595193571846,155.89999389648438,18.27667,0.031,0.692336,163.53,0.19299835288444794,0.22568569101749975
ZBH,0.10256553841605506,0.26806962868772977,0.26611555651056323,129.4499969482422,14.828179,0.0086,1.075902,124.05,0.029817973444333724,0.22558391337215244
CHD,0.13824129393270185,0.2051540116345017,0.5216239891477955,82.9000015258789,25.351683,0.0137,0.435887,82.11,0.15320277673053648,0.22492316739058354
MDLZ,0.1256070566657591,0.2148796972798805,0.43921793387762814,65.91000366210938,21.125002,0.0255,0.64333,70.5,0.1844637328558739,0.22444756983337988
SLB,0.05783074094397289,0.38258396886525814,0.06953428035324256,52.63999938964844,33.10692,0.0134000005,1.750184,0.0,0.02001217708180293,0.22388165965595389
LVS,0.1117027176613503,0.3834572367192033,0.20986610751081017,58.08000183105469,23.901236,0.0,1.167649,47.71,0.0,0.222957248426504
CAH,0.1246363277437942,0.28320882436358935,0.3298212474821579,78.66999816894531,12.627608,0.026500002,0.783345,70.92,0.11944997131648098,0.22245522573912765
IVZ,0.07653825591717944,0.3695457393216937,0.12261057590897181,20.040000915527344,6.7702703,0.0498,1.297715,0.0,0.10384409809067552,0.22210366117433616
HSIC,0.12375744475470528,0.24947406823757015,0.37089788695934206,86.76000213623047,20.70525,0.0,0.757921,81.55,0.0,0.22150978567376217
PEG,0.12448463424685563,0.2168334683917093,0.430083948498891,60.849998474121094,17.385714,0.0385,0.612011,68.69,0.2901183406356454,0.22096390462934734
IFF,0.10005477760209541,0.2634270922752423,0.2612743321630026,113.33000183105469,17.197268,0.033800002,1.068533,163.99,0.12007935559981724,0.2207653094480967
CPT,0.12182461997574294,0.23372358281684544,0.38762275885740644,121.73999786376953,77.05063,0.0317,0.792925,154.25,0.17105060564131666,0.22032505760246268
OMC,0.11438542951291256,0.25686770996227104,0.3237362513602312,91.70999908447266,14.307332,0.0392,0.84193,77.45,0.18125941264617884,0.22011181167859772
CTSH,0.1027644036804821,0.28832886557029436,0.24810683989183108,68.22000122070312,15.539865,0.0175,1.049373,73.69,0.05783890198152025,0.21881099449472255
USB,0.09986806083238312,0.2652575525612096,0.2587674513897366,49.29999923706055,11.281465,0.045300003,0.98784,51.58,0.17287964606451384,0.21819971468312882
WEC,0.14128519743423,0.21485810614498382,0.5122318138917451,93.55999755859375,21.808857,0.033,0.353721,95.77,0.43421153092295717,0.21763164755598063
O,0.1247893290668662,0.260237648205321,0.35952249690947435,67.58999633789062,44.467102,0.048699997,0.788135,70.1,0.23744235693347984,0.21761037100674133
CCI,0.12792799567115354,0.23636439718243277,0.4091138802189314,145.97000122070312,47.087097,0.048899997,0.675386,161.47,0.30631955172924163,0.21757282196476957
MKC,0.1260134712856122,0.21549186483704488,0.4398561930077926,74.54000091552734,23.588608,0.0191,0.571112,80.72,0.1551962425107963,0.21656784326968398
HAS,0.12009717323442756,0.30820541517779004,0.2883438410351197,61.72999954223633,12.0097275,0.0424,0.806927,89.25,0.1704870296581426,0.21506322201724856
EVRG,0.12813477116780334,0.22609855275489565,0.42860394280637526,61.63999938964844,17.66189,0.0385,0.536109,65.78,0.3176214682380314,0.21472289056572966
WELL,0.11253087070743753,0.3167889160685282,0.2566467025494357,75.81999969482422,77.36735,0.0404,1.02616,81.6,0.12427858660194062,0.21279584566372184
NWSA,0.084589585196111,0.29935603335145083,0.17825445040963486,21.170000076293945,33.078125,0.0117999995,1.285924,23.2,0.030653401345632443,0.2125843746025144
HST,0.09827304563515177,0.33399490176399305,0.20073661390282893,19.06999969482422,953.5,0.026500002,1.221444,21.56,0.06495797961428776,0.21163799913773265
REG,0.10110994937089485,0.29652998295965255,0.23566557647616881,66.80999755859375,58.605263,0.0434,1.104642,66.79,0.13249502310123618,0.21156495276490928
XOM,0.09783346183021052,0.26868439979234227,0.2478946373047633,111.91999816894531,26.711216,0.0332,1.048636,109.88,0.11783406747608671,0.2108467497729303
MDT,0.10696107465862298,0.2263798825518967,0.33453959694064983,87.0999984741211,15.227273,0.0319,0.768238,105.47,0.18342438328715469,0.21034658484040872
AEP,0.12590729130847006,0.20266978644348302,0.4671601671649895,92.11000061035156,18.495983,0.0381,0.412306,98.06,0.4559490455995264,0.20842943781472528
DVA,0.0833558674421376,0.29702791216721064,0.17549807715899995,85.4800033569336,8.904166,0.0,1.091746,100.38,0.0,0.2084135453128236
AKAM,0.13000196808612524,0.32316746452488726,0.3056431693614343,89.33000183105469,15.166385,0.0,0.688282,107.64,0.0,0.20814487600467002
MTB,0.11209954020589404,0.3048289270921247,0.2653012658054379,159.02000427246094,13.487701,0.0291,0.838614,198.22,0.11383470938672327,0.20779974723118066
EQT,0.10939705644206212,0.47985305367084824,0.16290198811872475,31.260000228881836,62.52,0.0154,1.167649,63.05,0.02748527877348583,0.2072428021723512
CNP,0.10537339794355181,0.26203561252801394,0.2829590880185617,29.200000762939453,20.137932,0.025999999,0.878776,31.06,0.11291062845416974,0.2070876229486352
ETR,0.11728798754297852,0.23041548054762148,0.37349898255187824,108.08000183105469,17.155556,0.0385,0.610537,120.71,0.27367623538571556,0.2060555210679263
SWK,0.08810813697353215,0.3181394099018019,0.1787898487548247,93.81999969482422,7.7601323,0.0404,1.0,100.0,0.12698835398126254,0.2055847947150916
MO,0.10527651537225913,0.22088514856747898,0.33523519285135633,46.90999984741211,9.672165,0.082200006,0.644804,48.83,0.5771352618657363,0.2048435899854677
INTC,0.10765328939538264,0.30934788054565,0.24705276553483574,30.31999969482422,6.6056643,0.0533,0.706705,34.27,0.24380460265607437,0.20418474352131716
FFIV,0.08220331335654699,0.3020674574658765,0.1687546013395557,152.39999389648438,13.070326,0.0,1.138909,176.74,0.0,0.20404531410005516
PFE,0.10934290791852201,0.22060894162506456,0.3540874968569595,44.060001373291016,13.943038,0.035099998,0.637067,0.0,0.24974618988037586,0.20353972956425423
ES,0.12092799426782048,0.22014780549155838,0.4074533201604876,80.3499984741211,19.59756,0.0342,0.510316,86.97,0.3044195645540625,0.2031916132608604
RTX,0.11011571586193186,0.26067159130316087,0.3026324252417124,96.4800033569336,19.334671,0.0249,0.750184,104.35,0.12733208388825717,0.2009468548599812
BMY,0.12704366358741911,0.24339643029139024,0.39366075943870826,74.44999694824219,9.34128,0.029000001,0.364406,80.58,0.32696275892498144,0.2001049257330758
CVS,0.10216076110198245,0.24588556997033859,0.28847858423045863,85.7699966430664,10.588888,0.023699999,0.707811,118.39,0.13617518611719906,0.1984449219626842
IP,0.08195293604096596,0.28787875441950794,0.17620229095756018,41.36000061035156,8.0,0.0557,0.969786,35.59,0.1995122975732815,0.19819552621199504
AVB,0.09347092750246386,0.23908625559097263,0.2603365356756802,180.25,56.8612,0.0369,0.944362,220.55,0.16343055383502172,0.19675630784021347
AMCR,0.09626735590979471,0.2570268638791201,0.2530448177049031,12.029999732971191,17.691175,0.0418,0.84593,12.57,0.19224866715423441,0.19464071309230954
DISH,-0.009834891059055948,0.39989008669605025,-0.10268554390173468,15.079999923706055,5.4836364,0.0,1.828666,36.31,0.0,0.1938841939893814
WMT,0.11190676481026614,0.20588362126060802,0.39186567791083776,141.7100067138672,24.223932,0.016,0.506263,152.67,0.15350481264772597,0.19320911593265486
SO,0.10793722187548499,0.21159995066370138,0.3625198476683962,67.2699966430664,18.896067,0.0414,0.541267,68.63,0.3614708074406615,0.19118349357777872
HRL,0.13431471484034613,0.21072959381864886,0.4891893586375977,45.2400016784668,24.063831,0.0227,0.171702,46.22,0.6273717707251134,0.19047665772970848
RL,0.057852096635659045,0.37093529958614935,0.07177547316506022,125.88999938964844,18.789553,0.0321,1.351879,114.02,0.0640131275177901,0.18911325572162968
ESS,0.098858722983195,0.24616732226375015,0.2747346088303869,230.33999633789062,51.878376,0.0397,0.807663,291.23,0.19967786176626062,0.1889977540517645
EIX,0.09831655902893698,0.25897496451372437,0.25905407173496037,66.87000274658203,14.107596,0.049200002,0.738025,68.0,0.2574164310529413,0.18894835367227455
CHRW,0.09560031313725548,0.24930729392862389,0.2582045319598443,103.62000274658203,20.559525,0.0227,0.791451,107.63,0.11504475943058369,0.1883140141633846
PSA,0.12222100579546903,0.21795573864452877,0.417483688968762,308.4700012207031,39.046837,0.026800001,0.382461,364.0,0.3214987922549395,0.18797539449574258
FRT,0.07661608433341636,0.28477480116374093,0.15938223520373618,113.04000091552734,66.88757,0.045100003,1.143699,114.75,0.1384724167837071,0.1875444813875122
GILD,0.13037716741466232,0.2733162278610844,0.36276341217037433,84.5,12.7259035,0.042,0.333087,72.07,0.4613453941206272,0.18676594261411777
JNPR,0.09058494824664856,0.2846508716805339,0.20852529943778117,30.729999542236328,16.259258,0.027999999,0.873249,33.78,0.11264382799974884,0.1866231183348515
DLR,0.1281562284985628,0.2692316713418795,0.3600177795621983,115.20999908447266,70.680984,0.048800003,0.448784,129.47,0.4038837094548321,0.18378968555021086
PCG,0.09137240436123216,0.5868045345810583,0.1024947164219371,15.550000190734863,11.433824,0.0,1.0,16.71,0.0,0.18367710615986815
PG,0.10685404211893744,0.18338090531463846,0.4123984555258969,142.61000061035156,23.927853,0.0279,0.386514,146.29,0.393626983109976,0.18291657207327428
EQR,0.09173854973732944,0.24254284351709748,0.2494837978545596,64.7300033569336,61.647625,0.0402,0.83714,76.71,0.19798828533685295,0.18272427945307068
MMM,0.06543395806420982,0.22236599611306157,0.15382710786669954,117.48999786376953,11.094428,0.050300002,1.0,131.13,0.22620365918908333,0.18150946788642586
VTR,0.07019637867853806,0.35165754828264445,0.11081331504073812,52.599998474121094,111.914894,0.0465,1.200073,55.5,0.1101857276801098,0.1790552245846472
BEN,0.045678065088836164,0.3113049628727493,0.046417586668873724,33.27000045776367,10.143293,0.0498,1.257921,21.55,0.12717154016949364,0.17763211244187901
KO,0.09022765372826182,0.18141330436833777,0.3252220885312272,59.83000183105469,25.459576,0.0296,0.572218,66.77,0.2851419150663278,0.17523563493841704
PM,0.08650367984120133,0.22575669368872134,0.2448460727511224,102.58999633789062,15.427067,0.0574,0.688282,101.21,0.36940676492141744,0.17401348156596902
GIS,0.11067084770847922,0.20414429711420248,0.38915026693005045,75.4800033569336,20.345015,0.0276,0.308769,77.65,0.43786288944974505,0.17387279515834908
TAP,0.07794876989893373,0.2833514006553514,0.16488617948115145,53.619998931884766,12.858513,0.0304,0.862196,54.0,0.12443490373103952,0.17372511887418615
PPL,0.07254662554072927,0.22604104522718463,0.18279240172934894,28.65999984741211,10.938931,0.035,0.795873,28.84,0.19455256726273762,0.17070241531654817
DUK,0.09880591001091166,0.20108480322617284,0.33606651985860275,100.58000183105469,18.455048,0.0442,0.411569,104.82,0.5340726808107038,0.16861030228885998
ED,0.1060532122645708,0.20404703001232152,0.3667055201235354,92.93000030517578,20.559734,0.0366,0.309137,82.56,0.5802295188889349,0.1670091624712977
CLX,0.11444259074600864,0.22021040019999985,0.37788656065377285,154.77000427246094,20.021994,0.033,0.234708,129.49,0.6384813571845461,0.1662584225838753
CAG,0.09176541816707955,0.2517319856367041,0.24048345711699262,36.45000076293945,13.859315,0.0369,0.561532,36.53,0.26104384292477484,0.16456332814391028
VFC,0.0578502274098456,0.314939902502566,0.08453100799251338,30.6200008392334,10.240803,0.0709,0.973992,34.05,0.23113363887920862,0.16276023382256893
T,0.06465370413853398,0.21241620630162755,0.1573592934657268,19.829999923706055,6.2555203,0.0616,0.653647,20.15,0.4436595064233601,0.1611351717684473
BIIB,0.15043609984992723,0.43631276696822224,0.273216987630274,283.6300048828125,14.055005,0.0,0.16728,295.44,0.0,0.16081925384383008
WRK,0.037470092434019005,0.38326976396522283,0.016286315871099053,34.88999938964844,7.519397,0.0299,1.116433,42.54,0.06987695377140635,0.1602334868540099
KMB,0.09106069654817184,0.1983442310752922,0.30166068470738294,131.25999450683594,16.552332,0.038599998,0.386882,125.96,0.5030245538305372,0.1566335748047757
L,0.06880030319504168,0.2515241245336165,0.14937836786220599,60.099998474121094,20.724136,0.0045,0.821665,0.0,0.02177399303959611,0.15609290843191323
PNW,0.09385740167937624,0.22308001319761392,0.28074842200074934,75.87999725341797,14.8203125,0.052399997,0.377302,67.08,0.6225604011423206,0.15430357733261607
NWL,0.054364708556314575,0.3651985898584832,0.06335366347126471,16.1200008392334,8.484211,0.0584,0.864038,20.05,0.18507634415337693,0.1498300866488445
SJM,0.10059231441203595,0.22133998779426411,0.31338338412790706,149.97000122070312,17.397913,0.0276,0.218865,140.69,0.569734979015925,0.14635496572029677
VTRS,-0.013981713082472848,0.3765649697556541,-0.12005830788256382,12.180000305175781,3.2741935,0.049099997,1.13854,14.42,0.11452314222173489,0.1439352266273308
FOXA,0.051751492643824164,0.3660130559467564,0.05607300700379902,34.599998474121094,13.007518,0.0168,0.890279,38.87,0.05155687374412801,0.14149397120812085
CPB,0.08696664781753033,0.23509989054820551,0.23708478848424527,50.880001068115234,16.62745,0.0287,0.358511,48.12,0.34050773698901843,0.13877968420162265
BAX,0.06336073362996707,0.22880734778192216,0.14043558455278782,46.68000030517578,11.583126,0.0215,0.600957,65.2,0.15635979582478718,0.1371296798337592
WBA,0.053595735207989104,0.29056786516782496,0.07697924614213708,37.09000015258789,7.132693,0.0541,0.654753,38.67,0.28436240951557346,0.13570891704963306
CL,0.06899835996483496,0.18884140951665285,0.20001079248068418,74.29000091552734,21.225714,0.0257,0.505895,79.0,0.26901438453056353,0.13451337192077445
D,0.07039705322992858,0.21662359359334757,0.18081600709301332,60.25,14.623787,0.0396,0.485998,80.07,0.3761447007963507,0.13363787602742108
XRAY,0.03546505902106768,0.28047663003972473,0.015106495775522451,38.439998626708984,12.440129,0.0164,0.94252,41.3,0.062037829202821436,0.13108283236873497
BXP,0.0364268947223399,0.2731189766276477,0.01903512817854419,75.4800033569336,24.99338,0.0553,1.0,90.37,0.2024758611899471,0.1300225919579797
NEM,0.0978994594582279,0.3697345439240465,0.18032239767589636,49.849998474121094,12.716836,0.0515,0.269712,65.51,0.5164365026774488,0.12771259171753868
FE,0.072493653490399,0.256764214946957,0.16071403682434465,39.52000045776367,15.200001,0.0429,0.454679,41.6,0.3674666242717393,0.12701542798125964
K,0.06566764651711601,0.20586252626476717,0.16729419942404763,67.61000061035156,16.252405,0.032,0.435887,73.94,0.35661430782966097,0.12218723418214612
OGN,-0.002434929414305321,0.3521304776015238,-0.09559800003065529,29.760000228881836,5.113402,0.0432,1.0,33.71,0.12268179765139722,0.11877583898566271
IBM,0.03184540008083991,0.2353150716599513,0.002623546729264469,136.94000244140625,11.364315,0.048899997,0.83235,139.96,0.2496623789707927,0.11728135837703912
PEAK,0.04376756873646101,0.2836260652811883,0.04421148221969463,27.6299991607666,74.675674,0.052199997,0.82277,30.33,0.22368964999708005,0.1156813291531218
FOX,0.021931220857138722,0.35398705893373356,-0.026263161046351843,32.29999923706055,13.744681,0.0179,0.890279,51.5,0.05679884654889298,0.10929196165295599
GE,0.010083954346196482,0.3364978924335667,-0.06283571494349764,81.95999908447266,157.61539,0.0044,1.138909,83.83,0.011481041932127666,0.10763464580527533
VZ,0.04967215472914869,0.18199819797900513,0.10134229316400457,41.5099983215332,8.029013,0.0721,0.373249,46.24,1.0613766375711464,0.10733909799443517
KMI,0.02083527767993458,0.31443716126731536,-0.03305195312290055,18.280000686645508,19.869566,0.0626,0.916728,19.88,0.2171700693351498,0.1055456933331517
CTRA,0.11874387735952552,0.42005625371719374,0.20834313640336002,24.260000228881836,-9.861789,0.0863,0.1507,36.6,1.363295774456337,0.09583026996140254
KHC,-0.006023595143730725,0.2880996798459896,-0.1293012028263421,39.380001068115234,14.804511,0.0432,0.730655,42.18,0.2052242185110752,0.05770285774902551
LUMN,-0.11818341085040934,0.3864631281901258,-0.386612434527374,5.260000228881836,3.329114,0.1435,1.073323,8.41,0.3459500520644387,0.030994151926140814
